trait_type,phenocode,pheno_sex,coding,modifier,description,description_more,coding_description,category,aws_link_tabix,n_cases_full_cohort_both_sexes,n_cases_full_cohort_females,n_cases_full_cohort_males,pops,num_pops,n_cases_AFR,n_cases_AMR,n_cases_CSA,n_cases_EAS,n_cases_EUR,n_cases_MID,n_controls_AFR,n_controls_AMR,n_controls_CSA,n_controls_EAS,n_controls_EUR,n_controls_MID,saige_heritability_AFR,saige_heritability_AMR,saige_heritability_CSA,saige_heritability_EAS,saige_heritability_EUR,saige_heritability_MID,lambda_gc_AFR,lambda_gc_AMR,lambda_gc_CSA,lambda_gc_EAS,lambda_gc_EUR.x,lambda_gc_MID,filename,filename_tabix,aws_link,wget,wget_tabix,size_in_bytes,size_in_bytes_tabix,md5_hex,md5_hex_tabix,phenocode_annotate_lst,ICD10_code,to_remove,new_pheno_annot,lambda_gc_EUR.y,phenotype_qc_EUR,pops_pass_qc,sldsc_25bin_h2_observed_EUR,ICD10_code_new,to_remove_dups
phecode,574.11,both_sexes,,,Cholelithiasis with acute cholecystitis,,,digestive,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-574.11-both_sexes.tsv.bgz.tbi,2145,1249,763,EUR,1,,,,,1924,,,,,,399542,,,,,,0.12561,,,,,,1.0422,,phecode-574.11-both_sexes.tsv.bgz,phecode-574.11-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-574.11-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-574.11-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-574.11-both_sexes.tsv.bgz.tbi,542451784,1751895,673e044aa9b96c752285dbe176ead2b3,a07d7aad63d2d7f8ce6dd22f8a47850b,PH_Cholelithiasis_with_acute_cholecystitis_h0.12561_n2145,K80.13,0,PH_Cholelithiasis_with_acute_cholecystitis_h0.12561,1.05,h2_z_insignificant,,0.0004,K80,0
phecode,574.12,both_sexes,,,Cholelithiasis with other cholecystitis,,,digestive,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-574.12-both_sexes.tsv.bgz.tbi,7281,4835,1960,"CSA,EUR",2,,,93,,6563,,,,8541,,399542,,,,0,,0.072456,,,,0.99378,,1.0626,,phecode-574.12-both_sexes.tsv.bgz,phecode-574.12-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-574.12-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-574.12-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-574.12-both_sexes.tsv.bgz.tbi,1138480765,1938162,8138a0c4c5d298ac434f5c495f59b69b,ccc3ed4ea55b75ba0b7678d8ab533668,PH_Cholelithiasis_with_other_cholecystitis_h0.07246_n7281,K80,0,PH_Cholelithiasis_with_other_cholecystitis_h0.07246,1.04,h2_z_insignificant,,0.0098,K80.1-K80.4,0
phecode,276.13,both_sexes,,,Hyperpotassemia,,,endocrine/metabolic,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-276.13-both_sexes.tsv.bgz.tbi,1695,547,1006,"CSA,EUR",2,,,57,,1454,,,,8559,,409482,,,,0.0071,,0.09902,,,,1.0143,,1.033,,phecode-276.13-both_sexes.tsv.bgz,phecode-276.13-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-276.13-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-276.13-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-276.13-both_sexes.tsv.bgz.tbi,1075225998,1925604,706f8db30bd6c81688aafa6ba6c4cd22,4652794214412e69639fb5bf0f02d0a8,PH_Hyperpotassemia_h0.09902_n1695,E22.1,0,PH_Hyperpotassemia_h0.09902,1.02,h2_z_insignificant,,-0.0027,E87.5,0
phecode,276.14,both_sexes,,,Hypopotassemia,,,endocrine/metabolic,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-276.14-both_sexes.tsv.bgz.tbi,2586,1359,1023,EUR,1,,,,,2259,,,,,,409482,,,,,,0.080372,,,,,,1.0189,,phecode-276.14-both_sexes.tsv.bgz,phecode-276.14-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-276.14-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-276.14-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-276.14-both_sexes.tsv.bgz.tbi,543340396,1752056,a92fee237465409efeceaa0b0358fab4,701d747aa80d613b9438571c271719c0,PH_Hypopotassemia_h0.08037_n2586,E876,0,PH_Hypopotassemia_h0.08037,0.997,h2_z_insignificant,,0.0007,E87,0
phecode,735,both_sexes,,,Acquired foot deformities,,,musculoskeletal,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-735-both_sexes.tsv.bgz.tbi,12764,9937,1836,"AFR,CSA,EUR",3,145,,125,,11304,,6384,,8636,,403527,,0.0304,,0.14494,,0.066556,,0.98339,,1.0071,,1.0748,,phecode-735-both_sexes.tsv.bgz,phecode-735-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-735-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-735-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-735-both_sexes.tsv.bgz.tbi,1653085799,2061053,933cdc9b29a5cc8a7f5984fe2e4ced8b,2ef581cbab5c0f2605a193c530194d81,PH_Acquired_foot_deformities_h0.06656_n12764,M20.60,0,PH_Acquired_foot_deformities_h0.06656,1.09,not_EUR_plus_1,,0.0148,M21.6,0
phecode,735.2,both_sexes,,,Acquired toe deformities,,,musculoskeletal,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-735.2-both_sexes.tsv.bgz.tbi,6670,4990,1203,"CSA,EUR",2,,,52,,6005,,,,8636,,403527,,,,0,,0.070297,,,,1.0094,,1.0498,,phecode-735.2-both_sexes.tsv.bgz,phecode-735.2-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-735.2-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-735.2-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-735.2-both_sexes.tsv.bgz.tbi,1126243807,1936343,21f275af009759a8cdef2a4c2c7196b1,d5dff5334aa7ac6395592218d2ffb8d9,PH_Acquired_toe_deformities_h0.07030_n6670,M20.60,0,PH_Acquired_toe_deformities_h0.07030,1.06,PASS,"CSA,EUR",0.0096,M20.3-M20.5-M20.6,0
phecode,275.5,both_sexes,,,Disorders of calcium/phosphorus metabolism,,,endocrine/metabolic,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-275.5-both_sexes.tsv.bgz.tbi,2093,972,945,EUR,1,,,,,1816,,,,,,417428,,,,,,0.074281,,,,,,1.0073,,phecode-275.5-both_sexes.tsv.bgz,phecode-275.5-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-275.5-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-275.5-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-275.5-both_sexes.tsv.bgz.tbi,542025980,1751968,41d469ca9b50845e790d5e5943272b33,aff3b588b8a7159bb31e0c81ba20b919,PH_Disorders_of_calcium_phosphorus_metabolism_h0.07428_n2093,E83.30,0,PH_Disorders_of_calcium_phosphorus_metabolism_h0.07428,1.04,h2_z_insignificant,,0.0007,E83,0
phecode,275.53,both_sexes,,,Disorders of phosphorus metabolism,,,endocrine/metabolic,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-275.53-both_sexes.tsv.bgz.tbi,389,148,204,EUR,1,,,,,337,,,,,,417428,,,,,,0.072205,,,,,,0.98001,,phecode-275.53-both_sexes.tsv.bgz,phecode-275.53-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-275.53-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-275.53-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-275.53-both_sexes.tsv.bgz.tbi,525228002,1751078,7bc4d5e7f2d7c835f206984bb2ca14c5,d496036c32e4e65f02d29c8fb6e600db,PH_Disorders_of_phosphorus_metabolism_h0.07220_n389,E83.30,0,PH_Disorders_of_phosphorus_metabolism_h0.07220,0.987,h2_z_insignificant,,0.0002,E83,0
phecode,441,both_sexes,,,Vascular insufficiency of intestine,,,circulatory system,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-441-both_sexes.tsv.bgz.tbi,1616,793,708,EUR,1,,,,,1435,,,,,,408565,,,,,,0.10563,,,,,,1.027,,phecode-441-both_sexes.tsv.bgz,phecode-441-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-441-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-441-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-441-both_sexes.tsv.bgz.tbi,540331875,1751942,160b3b1c222154d281ce200ffda95c65,551f9d22d10ccb1b7acefd79ec67b1cb,PH_Vascular_insufficiency_of_intestine_h0.10563_n1616,K55.9,0,PH_Vascular_insufficiency_of_intestine_h0.10563,1.02,h2_z_insignificant,,-0.0008,K55,0
phecode,441.1,both_sexes,,,Acute vascular insufficiency of intestine,,,circulatory system,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-441.1-both_sexes.tsv.bgz.tbi,410,202,176,EUR,1,,,,,361,,,,,,408565,,,,,,0.17736,,,,,,1.0083,,phecode-441.1-both_sexes.tsv.bgz,phecode-441.1-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-441.1-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-441.1-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-441.1-both_sexes.tsv.bgz.tbi,526256405,1751342,f21fc683990768b24b6c5a8a092013ed,ce1a1a84c13ac6b416aa1d0d5e26fc90,PH_Acute_vascular_insufficiency_of_intestine_h0.17736_n410,K55.0,0,PH_Acute_vascular_insufficiency_of_intestine_h0.17736,1,h2_z_insignificant,,0.0004,K55,0
phecode,244,both_sexes,,,Hypothyroidism,,,endocrine/metabolic,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-244-both_sexes.tsv.bgz.tbi,21022,15696,3666,"AFR,CSA,EAS,EUR",4,144,,512,71,18404,,6389,,8290,2598,399034,,0.0691,,0.0343,0.0706,0.096426,,0.98981,,1.0085,1.0116,1.1162,,phecode-244-both_sexes.tsv.bgz,phecode-244-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-244-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-244-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-244-both_sexes.tsv.bgz.tbi,1883721808,2127123,e0fe5fbb4b109b7617c7df025eb40c94,348722566b548bb4ab694580b7a9ed02,PH_Hypothyroidism_h0.09643_n21022,E03.8,0,PH_Hypothyroidism_h0.09643,1.13,not_EUR_plus_1,,0.0382,not_found,0
phecode,244.4,both_sexes,,,Hypothyroidism NOS,,,endocrine/metabolic,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-244.4-both_sexes.tsv.bgz.tbi,20030,14966,3495,"AFR,CSA,EAS,EUR",4,126,,494,62,17562,,6389,,8290,2598,399034,,0.0795,,0.0391,0.0624,0.10243,,0.98236,,0.97826,1.0105,1.0854,,phecode-244.4-both_sexes.tsv.bgz,phecode-244.4-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-244.4-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-244.4-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-244.4-both_sexes.tsv.bgz.tbi,1877794458,2126152,3e0d95fc9c6c79951cde4fbf3f9944fa,1568970889dbbe5600599e7be4cec50f,PH_Hypothyroidism_NOS_h0.10243_n20030,E03.9,0,PH_Hypothyroidism_NOS_h0.10243,1.12,not_EUR_plus_1,,0.0387,E03.9,0
phecode,252.2,both_sexes,,,Hypoparathyroidism,,,endocrine/metabolic,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-252.2-both_sexes.tsv.bgz.tbi,242,149,65,EUR,1,,,,,202,,,,,,415877,,,,,,0.18952,,,,,,0.98327,,phecode-252.2-both_sexes.tsv.bgz,phecode-252.2-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-252.2-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-252.2-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-252.2-both_sexes.tsv.bgz.tbi,516436365,1750879,5544090bb09a101d33927995b223156f,fbe9c2abef08c772db26edc68460de52,PH_Hypoparathyroidism_h0.18952_n242,E20,0,PH_Hypoparathyroidism_h0.18952,1,h2_z_insignificant,,0.0014,E20,0
