trait_type,phenocode,pheno_sex,coding,modifier,description,description_more,coding_description,category,n_cases_full_cohort_both_sexes,n_cases_full_cohort_females,n_cases_full_cohort_males,pops,num_pops,n_cases_AFR,n_cases_AMR,n_cases_CSA,n_cases_EAS,n_cases_EUR,n_cases_MID,n_controls_AFR,n_controls_AMR,n_controls_CSA,n_controls_EAS,n_controls_EUR,n_controls_MID,saige_heritability_AFR,saige_heritability_AMR,saige_heritability_CSA,saige_heritability_EAS,saige_heritability_EUR,saige_heritability_MID,lambda_gc_AFR,lambda_gc_AMR,lambda_gc_CSA,lambda_gc_EAS,lambda_gc_EUR,lambda_gc_MID,filename,filename_tabix,aws_link,aws_link_tabix,wget,wget_tabix,size_in_bytes,size_in_bytes_tabix,md5_hex,md5_hex_tabix,phenocode_annotate_lst,category_manual,new_annot,Added_new,ICD10_code,new_pheno_annot
categorical,41200,both_sexes,C712,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",C71.2 Phacoemulsification of lens,Health-related outcomes > Hospital inpatient > Summary Operations,812,475,337,EUR,1,NA,NA,NA,NA,696,NA,NA,NA,NA,NA,419835,NA,NA,NA,NA,NA,0.20346,NA,NA,NA,NA,NA,1.0117,NA,categorical-41200-both_sexes-C712.tsv.bgz,categorical-41200-both_sexes-C712.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-C712.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-C712.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-C712.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-C712.tsv.bgz.tbi,533621177,1751773,c8014b084b5e2490f97e4b477884c3a4,c58dd084b96949471b059fe49de8a844,CA_Summary_Operations_h0.20346_n812,Health and medical history,CA_Phacoemulsification_of_lens_h020346_n812_696,0,NA,CA_Phacoemulsification_of_lens_h0.20346
categorical,41200,both_sexes,C791,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",C79.1 Vitrectomy using anterior approach,Health-related outcomes > Hospital inpatient > Summary Operations,297,130,167,EUR,1,NA,NA,NA,NA,239,NA,NA,NA,NA,NA,420292,NA,NA,NA,NA,NA,0.21719,NA,NA,NA,NA,NA,0.99917,NA,categorical-41200-both_sexes-C791.tsv.bgz,categorical-41200-both_sexes-C791.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-C791.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-C791.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-C791.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-C791.tsv.bgz.tbi,521016946,1750589,c1f6df21ddccf61d275c3400e578ec37,e7201f6d824690474dd9c71fb1366a9e,CA_Summary_Operations_h0.21719_n297,Health and medical history,CA_Vitrectomy_using_anterior_approach_h021719_n297_239,0,NA,CA_Vitrectomy_using_anterior_approach_h0.21719
categorical,41200,both_sexes,C794,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",C79.4 Injection into vitreous body NEC,Health-related outcomes > Hospital inpatient > Summary Operations,844,395,449,EUR,1,NA,NA,NA,NA,719,NA,NA,NA,NA,NA,419812,NA,NA,NA,NA,NA,0.20858,NA,NA,NA,NA,NA,0.98257,NA,categorical-41200-both_sexes-C794.tsv.bgz,categorical-41200-both_sexes-C794.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-C794.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-C794.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-C794.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-C794.tsv.bgz.tbi,533524262,1751049,273318b6f5c075c365870b5028554183,3c66dcd9828117547216c88f71d3054b,CA_Summary_Operations_h0.20858_n844,Health and medical history,CA_Injection_into_vitreous_body_NEC_h020858_n844_719,0,NA,CA_Injection_into_vitreous_body_NEC_h0.20858
categorical,41200,both_sexes,C821,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",C82.1 Cauterisation of lesion of retina,Health-related outcomes > Hospital inpatient > Summary Operations,615,244,371,EUR,1,NA,NA,NA,NA,527,NA,NA,NA,NA,NA,420004,NA,NA,NA,NA,NA,0.13918,NA,NA,NA,NA,NA,0.99812,NA,categorical-41200-both_sexes-C821.tsv.bgz,categorical-41200-both_sexes-C821.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-C821.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-C821.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-C821.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-C821.tsv.bgz.tbi,530996465,1751334,bbc8af4976320efcfc638c2ebcd68860,61bf617f39ddf55122f91c8a593d356d,CA_Summary_Operations_h0.13918_n615,Health and medical history,CA_Cauterisation_of_lesion_of_retina_h013918_n615_527,0,NA,CA_Cauterisation_of_lesion_of_retina_h0.13918
categorical,41200,both_sexes,C822,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",C82.2 Cryotherapy to lesion of retina,Health-related outcomes > Hospital inpatient > Summary Operations,378,155,223,EUR,1,NA,NA,NA,NA,336,NA,NA,NA,NA,NA,420195,NA,NA,NA,NA,NA,0.14186,NA,NA,NA,NA,NA,1.0024,NA,categorical-41200-both_sexes-C822.tsv.bgz,categorical-41200-both_sexes-C822.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-C822.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-C822.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-C822.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-C822.tsv.bgz.tbi,525286224,1751344,6bcb1570d4cb5053fa1e13a3f353aa55,0a11492af07895f0cc175eb79ca84b2f,CA_Summary_Operations_h0.14186_n378,Health and medical history,CA_Cryotherapy_to_lesion_of_retina_h014186_n378_336,0,NA,CA_Cryotherapy_to_lesion_of_retina_h0.14186
categorical,41200,both_sexes,C865,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",C86.5 Fluorescein angiography of eye,Health-related outcomes > Hospital inpatient > Summary Operations,477,236,241,EUR,1,NA,NA,NA,NA,422,NA,NA,NA,NA,NA,420109,NA,NA,NA,NA,NA,0.082326,NA,NA,NA,NA,NA,0.98052,NA,categorical-41200-both_sexes-C865.tsv.bgz,categorical-41200-both_sexes-C865.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-C865.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-C865.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-C865.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-C865.tsv.bgz.tbi,528095633,1751289,21185cf88bbd07144fe85b3a6c307296,a7e279476b35a4cfd8bdd8b61d5cd9d7,CA_Summary_Operations_h0.08233_n477,Health and medical history,CA_Fluorescein_angiography_of_eye_h008233_n477_422,0,NA,CA_Fluorescein_angiography_of_eye_h0.08233
categorical,41200,both_sexes,D021,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",D02.1 Excision of lesion of external ear,Health-related outcomes > Hospital inpatient > Summary Operations,2223,591,1632,EUR,1,NA,NA,NA,NA,2042,NA,NA,NA,NA,NA,418489,NA,NA,NA,NA,NA,0.088639,NA,NA,NA,NA,NA,1.0516,NA,categorical-41200-both_sexes-D021.tsv.bgz,categorical-41200-both_sexes-D021.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-D021.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-D021.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-D021.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-D021.tsv.bgz.tbi,542409309,1752172,fb74f7a3887aa4b2ea96a2ad8e5f03c0,ee9c3ab35ecffc643996ad5357ee7058,CA_Summary_Operations_h0.08864_n2223,Health and medical history,CA_Excision_of_lesion_of_external_ear_h008864_n2223_2042,0,NA,CA_Excision_of_lesion_of_external_ear_h0.08864
categorical,41200,both_sexes,D171,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",D17.1 Stapedectomy,Health-related outcomes > Hospital inpatient > Summary Operations,315,197,118,EUR,1,NA,NA,NA,NA,264,NA,NA,NA,NA,NA,420267,NA,NA,NA,NA,NA,0.07352,NA,NA,NA,NA,NA,0.9773,NA,categorical-41200-both_sexes-D171.tsv.bgz,categorical-41200-both_sexes-D171.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-D171.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-D171.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-D171.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-D171.tsv.bgz.tbi,521890713,1750813,4512800c88756fb4b9e26f9d632ee764,a8423335e17ca2a3ad647df741a94453,CA_Summary_Operations_h0.07352_n315,Health and medical history,CA_Stapedectomy_h007352_n315_264,0,NA,CA_Stapedectomy_h0.07352
categorical,41200,both_sexes,D282,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",D28.2 Examination of ear under anaesthetic,Health-related outcomes > Hospital inpatient > Summary Operations,317,159,158,EUR,1,NA,NA,NA,NA,293,NA,NA,NA,NA,NA,420238,NA,NA,NA,NA,NA,0.12185,NA,NA,NA,NA,NA,0.99613,NA,categorical-41200-both_sexes-D282.tsv.bgz,categorical-41200-both_sexes-D282.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-D282.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-D282.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-D282.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-D282.tsv.bgz.tbi,523489387,1750654,69551df2aa9bbc554357ecc947d3ae4c,48f9e4ef23a72f810c3d15e0158bc542,CA_Summary_Operations_h0.12185_n317,Health and medical history,CA_Examination_of_ear_under_anaesthetic_h012185_n317_293,0,NA,CA_Examination_of_ear_under_anaesthetic_h0.12185
categorical,41200,both_sexes,E031,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",E03.1 Submucous excision of septum of nose,Health-related outcomes > Hospital inpatient > Summary Operations,709,252,457,EUR,1,NA,NA,NA,NA,635,NA,NA,NA,NA,NA,419896,NA,NA,NA,NA,NA,0.058206,NA,NA,NA,NA,NA,0.99029,NA,categorical-41200-both_sexes-E031.tsv.bgz,categorical-41200-both_sexes-E031.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-E031.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-E031.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-E031.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-E031.tsv.bgz.tbi,532927775,1751416,30bc5b021128de2af188364b85a892d6,81e4af8a5508debc28d9e165bd48ba54,CA_Summary_Operations_h0.05821_n709,Health and medical history,CA_Submucous_excision_of_septum_of_nose_h005821_n709_635,0,NA,CA_Submucous_excision_of_septum_of_nose_h0.05821
categorical,41200,both_sexes,E042,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",E04.2 Excision of turbinate of nose NEC,Health-related outcomes > Hospital inpatient > Summary Operations,399,178,221,EUR,1,NA,NA,NA,NA,346,NA,NA,NA,NA,NA,420185,NA,NA,NA,NA,NA,0.11492,NA,NA,NA,NA,NA,1.0089,NA,categorical-41200-both_sexes-E042.tsv.bgz,categorical-41200-both_sexes-E042.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-E042.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-E042.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-E042.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-E042.tsv.bgz.tbi,525221121,1751102,6dc2cd25a00bf07e3a9fb2b5304b2bff,82e45aecb6fe302a0d93db6798b94140,CA_Summary_Operations_h0.11492_n399,Health and medical history,CA_Excision_of_turbinate_of_nose_NEC_h011492_n399_346,0,NA,CA_Excision_of_turbinate_of_nose_NEC_h0.11492
categorical,41200,both_sexes,E081,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",E08.1 Polypectomy of internal nose,Health-related outcomes > Hospital inpatient > Summary Operations,2566,820,1746,EUR,1,NA,NA,NA,NA,2281,NA,NA,NA,NA,NA,418250,NA,NA,NA,NA,NA,0.12774,NA,NA,NA,NA,NA,1.0731,NA,categorical-41200-both_sexes-E081.tsv.bgz,categorical-41200-both_sexes-E081.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-E081.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-E081.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-E081.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-E081.tsv.bgz.tbi,542894890,1751975,e3c7a19d3e3c36e6d1d7814955643954,b0a0cbc8253ff176628eaa88f6288a4e,CA_Summary_Operations_h0.12774_n2566,Health and medical history,CA_Polypectomy_of_internal_nose_h012774_n2566_2281,0,NA,CA_Polypectomy_of_internal_nose_h0.12774
categorical,41200,both_sexes,E082,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",E08.2 Extirpation of lesion of internal nose NEC,Health-related outcomes > Hospital inpatient > Summary Operations,295,143,152,EUR,1,NA,NA,NA,NA,249,NA,NA,NA,NA,NA,420282,NA,NA,NA,NA,NA,0.13864,NA,NA,NA,NA,NA,1.0117,NA,categorical-41200-both_sexes-E082.tsv.bgz,categorical-41200-both_sexes-E082.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-E082.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-E082.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-E082.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-E082.tsv.bgz.tbi,520520639,1750519,4be15d15d10cf9ada0254d1a755d9b7b,5d265d9dd5fcec76524c04434f62c967,CA_Summary_Operations_h0.13864_n295,Health and medical history,CA_Extirpation_of_lesion_of_internal_nose_NEC_h013864_n295_249,0,NA,CA_Extirpation_of_lesion_of_internal_nose_NEC_h0.13864
categorical,41200,both_sexes,E091,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",E09.1 Excision of lesion of external nose,Health-related outcomes > Hospital inpatient > Summary Operations,3604,1970,1634,EUR,1,NA,NA,NA,NA,3364,NA,NA,NA,NA,NA,417167,NA,NA,NA,NA,NA,0.068141,NA,NA,NA,NA,NA,1.0316,NA,categorical-41200-both_sexes-E091.tsv.bgz,categorical-41200-both_sexes-E091.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-E091.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-E091.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-E091.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-E091.tsv.bgz.tbi,545285168,1751790,0e1f90fe41a8e061d6815a7862c83d2c,26d4d7c15da5db543f85c17600821c40,CA_Summary_Operations_h0.06814_n3604,Health and medical history,CA_Excision_of_lesion_of_external_nose_h006814_n3604_3364,0,NA,CA_Excision_of_lesion_of_external_nose_h0.06814
categorical,41200,both_sexes,E133,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",E13.3 Intranasal antrostomy,Health-related outcomes > Hospital inpatient > Summary Operations,687,383,304,EUR,1,NA,NA,NA,NA,611,NA,NA,NA,NA,NA,419920,NA,NA,NA,NA,NA,0.083381,NA,NA,NA,NA,NA,1.0083,NA,categorical-41200-both_sexes-E133.tsv.bgz,categorical-41200-both_sexes-E133.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-E133.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-E133.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-E133.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-E133.tsv.bgz.tbi,532854273,1751516,1d14f812461ad40bbd97a3474603fdb8,ff588154c488b86ca5641f6a15f04572,CA_Summary_Operations_h0.08338_n687,Health and medical history,CA_Intranasal_antrostomy_h008338_n687_611,0,NA,CA_Intranasal_antrostomy_h0.08338
categorical,41200,both_sexes,E136,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",E13.6 Puncture of maxillary antrum,Health-related outcomes > Hospital inpatient > Summary Operations,267,164,103,EUR,1,NA,NA,NA,NA,240,NA,NA,NA,NA,NA,420291,NA,NA,NA,NA,NA,0.26661,NA,NA,NA,NA,NA,1.0091,NA,categorical-41200-both_sexes-E136.tsv.bgz,categorical-41200-both_sexes-E136.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-E136.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-E136.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-E136.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-E136.tsv.bgz.tbi,520379764,1750433,c4cef8e60af2ed4e1056a6a107e790ac,b4a4db83a9f8a62d04b791561c3e5d63,CA_Summary_Operations_h0.26661_n267,Health and medical history,CA_Puncture_of_maxillary_antrum_h026661_n267_240,0,NA,CA_Puncture_of_maxillary_antrum_h0.26661
categorical,41200,both_sexes,E142,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",E14.2 Intranasal ethmoidectomy,Health-related outcomes > Hospital inpatient > Summary Operations,856,422,434,EUR,1,NA,NA,NA,NA,742,NA,NA,NA,NA,NA,419789,NA,NA,NA,NA,NA,0.17587,NA,NA,NA,NA,NA,1.0175,NA,categorical-41200-both_sexes-E142.tsv.bgz,categorical-41200-both_sexes-E142.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-E142.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-E142.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-E142.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-E142.tsv.bgz.tbi,534426624,1751433,436cd3025b1963f0dd3214028a16ac94,98a6a2292e628304e1bcb28f6930d5ab,CA_Summary_Operations_h0.17587_n856,Health and medical history,CA_Intranasal_ethmoidectomy_h017587_n856_742,0,NA,CA_Intranasal_ethmoidectomy_h0.17587
categorical,41200,both_sexes,E253,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",E25.3 Diagnostic endoscopic examination of nasopharynx NEC,Health-related outcomes > Hospital inpatient > Summary Operations,867,421,446,EUR,1,NA,NA,NA,NA,744,NA,NA,NA,NA,NA,419787,NA,NA,NA,NA,NA,0.14935,NA,NA,NA,NA,NA,0.9949,NA,categorical-41200-both_sexes-E253.tsv.bgz,categorical-41200-both_sexes-E253.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-E253.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-E253.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-E253.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-E253.tsv.bgz.tbi,534326751,1751755,15bb0034f7cc049a5e4d724435e38aba,60d382ea4ae078bb2a1a683eb827f9fb,CA_Summary_Operations_h0.14935_n867,Health and medical history,CA_Diagnostic_endoscopic_examination_of_nasopharynx_NEC_h014935_n867_744,0,NA,CA_Diagnostic_endoscopic_examination_of_nasopharynx_NEC_h0.14935
