trait_type,phenocode,pheno_sex,coding,modifier,description,description_more,coding_description,category,aws_link_tabix,n_cases_full_cohort_both_sexes,n_cases_full_cohort_females,n_cases_full_cohort_males,pops,num_pops,n_cases_AFR,n_cases_AMR,n_cases_CSA,n_cases_EAS,n_cases_EUR,n_cases_MID,n_controls_AFR,n_controls_AMR,n_controls_CSA,n_controls_EAS,n_controls_EUR,n_controls_MID,saige_heritability_AFR,saige_heritability_AMR,saige_heritability_CSA,saige_heritability_EAS,saige_heritability_EUR,saige_heritability_MID,lambda_gc_AFR,lambda_gc_AMR,lambda_gc_CSA,lambda_gc_EAS,lambda_gc_EUR.x,lambda_gc_MID,filename,filename_tabix,aws_link,wget,wget_tabix,size_in_bytes,size_in_bytes_tabix,md5_hex,md5_hex_tabix,phenocode_annotate_lst,ICD10_code,to_remove,new_pheno_annot,lambda_gc_EUR.y,phenotype_qc_EUR,pops_pass_qc,sldsc_25bin_h2_observed_EUR,ICD10_code_new,to_remove_dups
categorical,41249,both_sexes,2012,,Methods of admission to hospital (recoded),"This field is a summary of the distinct method of admission codes a participant has had recorded in their hospital inpatient records. Method of admission to hospital identifies how a patient was admitted, e.g. an elective admission from a waiting list or an emergency admission, etc.  Note that the original information was obtained from a variety of external sources, some of which used overlapping and contradictory coding schemes. This field has been re-coded to remove such data conflicts.  This field corresponds to the field ADMIMETH_UNI on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table.  In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket.",Emergency admission: Non-injury,Health-related outcomes > Hospital inpatient > Summary Administration,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41249-both_sexes-2012.tsv.bgz.tbi,12301,6257,6044,"CSA,EUR",2,,,101,,10722,,,,8754,,409101,,,,0.28637,,0.13566,,,,0.98578,,1.0919,,categorical-41249-both_sexes-2012.tsv.bgz,categorical-41249-both_sexes-2012.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41249-both_sexes-2012.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41249-both_sexes-2012.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41249-both_sexes-2012.tsv.bgz.tbi,1148753412,1940656,399a6676ba2f5df279538db9613f44a2,88c74c9d5159c09af3fbebe0f7cda731,CA_Emergency_admission_Non_injury_h0.13566_n12301,Z30.012,0,CA_Emergency_admission_Non_injury_h0.13566,1.1,h2_z_insignificant,,0.004,not_found,1
categorical,41251,both_sexes,5000,,Sources of admission to hospital (recoded),"This field is a summary of the distinct source of admission codes a participant has had recorded in their hospital inpatient records. Source of admission identifies whether a patient came to the hospital from their usual place of residence or elsewhere.  Note that the original information was obtained from a variety of external sources, some of which used overlapping and contradictory coding schemes. This field has been re-coded to remove such data conflicts.  This field corresponds to the field ADMISORC_UNI on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table.  In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket.",Transfer to other NHS provider,Health-related outcomes > Hospital inpatient > Summary Administration,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41251-both_sexes-5000.tsv.bgz.tbi,1678,735,943,EUR,1,,,,,1430,,,,,,417064,,,,,,0.14713,,,,,,1.0323,,categorical-41251-both_sexes-5000.tsv.bgz,categorical-41251-both_sexes-5000.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41251-both_sexes-5000.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41251-both_sexes-5000.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41251-both_sexes-5000.tsv.bgz.tbi,539098243,1751769,50e3a3b80d4df0bbd212d1de67d5e3ab,9fb42376d0c5b04e6581246292217065,CA_Summary_Administration_h0.14713_n1678,Y07.510,1,CA_Administration_h0.14713,1.04,h2_z_insignificant,,0.0026,not_found,1
categorical,41229,both_sexes,5AT,,PCT responsible for patient data,"This field is a summary of the distinct ""Current PCT responsible for patient"" codes a participant has had recorded in their hospital inpatient records. The PCT code identifies the administrative body with whom the patient is registered.  This field corresponds to the field PCTCODE on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table.  In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket.",HILLINGDON PCT,Health-related outcomes > Hospital inpatient > Summary Administration,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41229-both_sexes-5AT.tsv.bgz.tbi,1437,713,724,"AFR,CSA,EUR",3,54,,215,,909,,6582,,8661,,419622,,0.091788,,0.17909,,0.19928,,1.0297,,0.97607,,1.0344,,categorical-41229-both_sexes-5AT.tsv.bgz,categorical-41229-both_sexes-5AT.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41229-both_sexes-5AT.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41229-both_sexes-5AT.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41229-both_sexes-5AT.tsv.bgz.tbi,1548360819,2042016,7bddb22a4ec4c266dac2874e74eb34ba,12a519c775183dbd66bc7c5f8615540e,CA__Summary_Administration_h0.19928_n1437,,1,CA_Administration_h0.19928,1.03,h2_z_insignificant,,0.0006,not_found,1
categorical,41229,both_sexes,5K8,,PCT responsible for patient data,"This field is a summary of the distinct ""Current PCT responsible for patient"" codes a participant has had recorded in their hospital inpatient records. The PCT code identifies the administrative body with whom the patient is registered.  This field corresponds to the field PCTCODE on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table.  In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket.",ISLINGTON PCT,Health-related outcomes > Hospital inpatient > Summary Administration,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41229-both_sexes-5K8.tsv.bgz.tbi,1815,1020,795,"AFR,EUR",2,87,,,,1212,,6549,,,,419319,,0,,,,0.16062,,0.98847,,,,1.0538,,categorical-41229-both_sexes-5K8.tsv.bgz,categorical-41229-both_sexes-5K8.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41229-both_sexes-5K8.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41229-both_sexes-5K8.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41229-both_sexes-5K8.tsv.bgz.tbi,1255339928,1961839,87d678a1f6d0165204c453d069953fb8,545bd5ac35e4784843a4130e4de808ca,CA__Summary_Administration_h0.16062_n1815,,1,CA_Administration_h0.16062,1.03,h2_z_insignificant,,0.002,not_found,1
categorical,41246,both_sexes,1150,,Treatment speciality of consultant (recoded),"This field is a summary of the distinct treatment speciality codes a participant has had recorded in their hospital inpatient records. The treatment speciality of the consultant is specialism under which the consultant was working, e.g. cardiology or geriatric medicine, etc.  Note that the original information was obtained from a variety of external sources, some of which used overlapping and contradictory coding schemes. This field has been re-coded to remove such data conflicts.  This field corresponds to the field TRETSPEF_UNI on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table.  In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket.",Cardiac surgery,Health-related outcomes > Hospital inpatient > Summary Administration,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41246-both_sexes-1150.tsv.bgz.tbi,3565,876,2689,"CSA,EUR",2,,,120,,3105,,,,8449,,399817,,,,0.0195,,0.055486,,,,1.0153,,1.0337,,categorical-41246-both_sexes-1150.tsv.bgz,categorical-41246-both_sexes-1150.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41246-both_sexes-1150.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41246-both_sexes-1150.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41246-both_sexes-1150.tsv.bgz.tbi,1114426717,1932155,c5812b7401543a7f67dbf552451f957d,05fe01e394713778ebf2d2e9a7d08248,CA_Cardiac_surgery_h0.05549_n3565,I97.120,0,CA_Cardiac_surgery_h0.05549,1.03,h2_z_insignificant,,0.0005,not_found,1
categorical,41247,both_sexes,2003,,Patient classification on admission (recoded),"This field is a summary of the distinct patient classification codes a participant has had recorded in their hospital inpatient records. Patient classification on admission identifies the type of patient, e.g. whether they are a regular attender or a maternity admission, etc.  Note that the original information was obtained from a variety of external sources, some of which used overlapping and contradictory coding schemes. This field has been re-coded to remove such data conflicts.  This field corresponds to the field CLASSPAT_UNI on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table.  In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket.","Day case: In day bed unit, moved to inpatient ward and retained overnight",Health-related outcomes > Hospital inpatient > Summary Administration,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41247-both_sexes-2003.tsv.bgz.tbi,1459,792,667,EUR,1,,,,,1277,,,,,,419254,,,,,,0.28695,,,,,,0.98887,,categorical-41247-both_sexes-2003.tsv.bgz,categorical-41247-both_sexes-2003.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41247-both_sexes-2003.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41247-both_sexes-2003.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41247-both_sexes-2003.tsv.bgz.tbi,538169371,1751841,f810bf59e3a0849591ef8d8fd30464c1,58d20509df29973e62339a6fbcf26516,CA_Summary_Administration_h0.28695_n1459,,1,CA_Administration_h0.28695,0.98,h2_z_insignificant,,0.0036,not_found,1
categorical,41247,both_sexes,2005,,Patient classification on admission (recoded),"This field is a summary of the distinct patient classification codes a participant has had recorded in their hospital inpatient records. Patient classification on admission identifies the type of patient, e.g. whether they are a regular attender or a maternity admission, etc.  Note that the original information was obtained from a variety of external sources, some of which used overlapping and contradictory coding schemes. This field has been re-coded to remove such data conflicts.  This field corresponds to the field CLASSPAT_UNI on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table.  In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket.",Day case: In inpatient ward and retained overnight,Health-related outcomes > Hospital inpatient > Summary Administration,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41247-both_sexes-2005.tsv.bgz.tbi,1404,746,658,EUR,1,,,,,1232,,,,,,419299,,,,,,0.29311,,,,,,1.0117,,categorical-41247-both_sexes-2005.tsv.bgz,categorical-41247-both_sexes-2005.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41247-both_sexes-2005.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41247-both_sexes-2005.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41247-both_sexes-2005.tsv.bgz.tbi,538201309,1751793,7cd02f8d691df53f6f0feafdf99115a0,331864496a7ef49d67902f3618e65dba,CA_Summary_Administration_h0.29311_n1404,Z18.32,1,CA_Administration_h0.29311,0.976,h2_z_insignificant,,-0.0012,not_found,1
categorical,41229,both_sexes,5A5,,PCT responsible for patient data,"This field is a summary of the distinct ""Current PCT responsible for patient"" codes a participant has had recorded in their hospital inpatient records. The PCT code identifies the administrative body with whom the patient is registered.  This field corresponds to the field PCTCODE on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table.  In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket.",KINGSTON PCT,Health-related outcomes > Hospital inpatient > Summary Administration,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41229-both_sexes-5A5.tsv.bgz.tbi,1474,802,672,"CSA,EUR",2,,,67,,1133,,,,8809,,419398,,,,0.17939,,0.24258,,,,0.99613,,1.0273,,categorical-41229-both_sexes-5A5.tsv.bgz,categorical-41229-both_sexes-5A5.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41229-both_sexes-5A5.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41229-both_sexes-5A5.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41229-both_sexes-5A5.tsv.bgz.tbi,1070791087,1924824,0c9e48936e8185af1382ae0344930c05,5328d3f535d22b0e48f3030ad8c5e7fb,CA_Summary_Administration_h0.24258_n1474,,1,CA_Administration_h0.24258,1.03,h2_z_insignificant,,0.0012,not_found,1
categorical,41229,both_sexes,5M8,,PCT responsible for patient data,"This field is a summary of the distinct ""Current PCT responsible for patient"" codes a participant has had recorded in their hospital inpatient records. The PCT code identifies the administrative body with whom the patient is registered.  This field corresponds to the field PCTCODE on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table.  In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket.",NORTH SOMERSET PCT,Health-related outcomes > Hospital inpatient > Summary Administration,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41229-both_sexes-5M8.tsv.bgz.tbi,5598,3133,2465,EUR,1,,,,,5223,,,,,,415308,,,,,,0.16622,,,,,,1.0798,,categorical-41229-both_sexes-5M8.tsv.bgz,categorical-41229-both_sexes-5M8.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41229-both_sexes-5M8.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41229-both_sexes-5M8.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41229-both_sexes-5M8.tsv.bgz.tbi,547346280,1752194,cd2c7869b4006360aa466ccfe0b05d3b,e0aea9d5f863cd858453461e3e001e44,CA_Summary_Administration_h0.16622_n5598,T63.06,1,CA_Administration_h0.16622,1.08,h2_z_insignificant,,-0.0002,not_found,1
categorical,41229,both_sexes,5QL,,PCT responsible for patient data,"This field is a summary of the distinct ""Current PCT responsible for patient"" codes a participant has had recorded in their hospital inpatient records. The PCT code identifies the administrative body with whom the patient is registered.  This field corresponds to the field PCTCODE on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table.  In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket.",SOMERSET PCT,Health-related outcomes > Hospital inpatient > Summary Administration,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41229-both_sexes-5QL.tsv.bgz.tbi,1588,879,709,EUR,1,,,,,1476,,,,,,419055,,,,,,0.21002,,,,,,1.037,,categorical-41229-both_sexes-5QL.tsv.bgz,categorical-41229-both_sexes-5QL.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41229-both_sexes-5QL.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41229-both_sexes-5QL.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41229-both_sexes-5QL.tsv.bgz.tbi,540936606,1751875,b130e4a8df7db214ca50d0f7ea82af81,182962c3383b42758e650dcf5f9d79bd,CA_Summary_Administration_h0.21002_n1588,L49.0,1,CA_Administration_h0.21002,1.05,h2_z_insignificant,,0.0037,not_found,1
categorical,41248,both_sexes,7002,,Destinations on discharge from hospital (recoded),"This field is a summary of the distinct destination on discharge codes a participant has had recorded in their hospital inpatient records. Destination on discharge identifies whether a patient was due to return to their usual place of residence on leaving hospital, or whether they were due to go elsewhere.  Note that the original information was obtained from a variety of external sources, some of which used overlapping and contradictory coding schemes. This field has been re-coded to remove such data conflicts.  This field corresponds to the field DISDEST_UNI on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table.  In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket.","Nursing, residential care, group home: Local Authoritory",Health-related outcomes > Hospital inpatient > Summary Administration,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41248-both_sexes-7002.tsv.bgz.tbi,427,182,245,EUR,1,,,,,392,,,,,,411705,,,,,,0.087036,,,,,,0.99836,,categorical-41248-both_sexes-7002.tsv.bgz,categorical-41248-both_sexes-7002.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41248-both_sexes-7002.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41248-both_sexes-7002.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41248-both_sexes-7002.tsv.bgz.tbi,526048659,1751448,21f61c04671de86a0fba183fcd950bd0,89d78cb3b3fec73949ecfad2e0b231f1,CA__Summary_Administration_h0.08704_n427,,1,CA_Administration_h0.08704,0.983,h2_z_insignificant,,0.0001,not_found,1
categorical,41246,both_sexes,2560,,Treatment speciality of consultant (recoded),"This field is a summary of the distinct treatment speciality codes a participant has had recorded in their hospital inpatient records. The treatment speciality of the consultant is specialism under which the consultant was working, e.g. cardiology or geriatric medicine, etc.  Note that the original information was obtained from a variety of external sources, some of which used overlapping and contradictory coding schemes. This field has been re-coded to remove such data conflicts.  This field corresponds to the field TRETSPEF_UNI on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table.  In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket.",Thoracic surgery,Health-related outcomes > Hospital inpatient > Summary Administration,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41246-both_sexes-2560.tsv.bgz.tbi,2506,1112,1394,EUR,1,,,,,2170,,,,,,400728,,,,,,0.12582,,,,,,1.0261,,categorical-41246-both_sexes-2560.tsv.bgz,categorical-41246-both_sexes-2560.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41246-both_sexes-2560.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41246-both_sexes-2560.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41246-both_sexes-2560.tsv.bgz.tbi,543076610,1752181,0027dab231215f038359dab003cfd6df,ca43639591cfe77c46fe67c0ad52ca5a,CA_Summary_Administration_h0.12582_n2506,J95.1,0,CA_Treatment_speciality_consultant_thoracic_surgery_h0.12582,1.04,h2_z_insignificant,,0.0023,not_found,1
categorical,41229,both_sexes,5A7,,PCT responsible for patient data,"This field is a summary of the distinct ""Current PCT responsible for patient"" codes a participant has had recorded in their hospital inpatient records. The PCT code identifies the administrative body with whom the patient is registered.  This field corresponds to the field PCTCODE on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table.  In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket.",BROMLEY PCT,Health-related outcomes > Hospital inpatient > Summary Administration,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41229-both_sexes-5A7.tsv.bgz.tbi,2743,1576,1167,"AFR,CSA,EUR",3,69,,58,,2220,,6567,,8818,,418311,,0.098134,,0.12567,,0.2354,,1.0277,,1.0316,,1.0423,,categorical-41229-both_sexes-5A7.tsv.bgz,categorical-41229-both_sexes-5A7.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41229-both_sexes-5A7.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41229-both_sexes-5A7.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41229-both_sexes-5A7.tsv.bgz.tbi,1569327855,2046379,6f1173e63caf2fb70413e2ba1a5dc048,0d8f9329359fc60c1c7234d5d9521d59,CA_Summary_Administration_h0.23540_n2743,,1,CA_Administration_h0.23540,1.06,h2_z_insignificant,,0.0035,not_found,1
categorical,41229,both_sexes,5F5,,PCT responsible for patient data,"This field is a summary of the distinct ""Current PCT responsible for patient"" codes a participant has had recorded in their hospital inpatient records. The PCT code identifies the administrative body with whom the patient is registered.  This field corresponds to the field PCTCODE on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table.  In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket.",SALFORD PCT,Health-related outcomes > Hospital inpatient > Summary Administration,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41229-both_sexes-5F5.tsv.bgz.tbi,2171,1056,1115,EUR,1,,,,,1925,,,,,,418606,,,,,,0.2681,,,,,,1.0366,,categorical-41229-both_sexes-5F5.tsv.bgz,categorical-41229-both_sexes-5F5.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41229-both_sexes-5F5.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41229-both_sexes-5F5.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41229-both_sexes-5F5.tsv.bgz.tbi,541613464,1751996,b2bfb372fd4432349754bf4368cc9215,16d87a44b7af8698332bf3ad78c6f665,CA_Summary_Administration_h0.26810_n2171,L49.0,1,CA_Administration_h0.26810,1.05,h2_z_insignificant,,-0.0027,not_found,1
categorical,41229,both_sexes,5JE,,PCT responsible for patient data,"This field is a summary of the distinct ""Current PCT responsible for patient"" codes a participant has had recorded in their hospital inpatient records. The PCT code identifies the administrative body with whom the patient is registered.  This field corresponds to the field PCTCODE on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table.  In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket.",BARNSLEY PCT,Health-related outcomes > Hospital inpatient > Summary Administration,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41229-both_sexes-5JE.tsv.bgz.tbi,2467,1293,1174,EUR,1,,,,,2318,,,,,,418213,,,,,,0.39221,,,,,,1.0543,,categorical-41229-both_sexes-5JE.tsv.bgz,categorical-41229-both_sexes-5JE.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41229-both_sexes-5JE.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41229-both_sexes-5JE.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41229-both_sexes-5JE.tsv.bgz.tbi,543077056,1751949,552e93cedd8486c7fe3a934cdd10876a,6d1f744fc0696c66f3223369fc1a76a4,CA_Summary_Administration_h0.39221_n2467,L49.0,1,CA_Administration_h0.39221,1.08,h2_z_insignificant,,-0.001,not_found,1
categorical,41229,both_sexes,5JX,,PCT responsible for patient data,"This field is a summary of the distinct ""Current PCT responsible for patient"" codes a participant has had recorded in their hospital inpatient records. The PCT code identifies the administrative body with whom the patient is registered.  This field corresponds to the field PCTCODE on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table.  In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket.",BURY PCT,Health-related outcomes > Hospital inpatient > Summary Administration,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41229-both_sexes-5JX.tsv.bgz.tbi,3536,1991,1545,EUR,1,,,,,3011,,,,,,417520,,,,,,0.25222,,,,,,1.0694,,categorical-41229-both_sexes-5JX.tsv.bgz,categorical-41229-both_sexes-5JX.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41229-both_sexes-5JX.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41229-both_sexes-5JX.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41229-both_sexes-5JX.tsv.bgz.tbi,544090007,1752167,2e2e002aebb4e3b167c3c82dd470495c,328020d919bd56a353b68f40362a51bb,CA_Summary_Administration_h0.25222_n3536,L49.0,1,CA_Administration_h0.25222,1.06,h2_z_insignificant,,0.0008,not_found,1
categorical,41229,both_sexes,5NR,,PCT responsible for patient data,"This field is a summary of the distinct ""Current PCT responsible for patient"" codes a participant has had recorded in their hospital inpatient records. The PCT code identifies the administrative body with whom the patient is registered.  This field corresponds to the field PCTCODE on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table.  In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket.",TRAFFORD PCT,Health-related outcomes > Hospital inpatient > Summary Administration,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41229-both_sexes-5NR.tsv.bgz.tbi,4416,2406,2010,"AFR,CSA,EUR",3,67,,53,,3780,,6569,,8823,,416751,,0.14115,,0,,0.20866,,0.99431,,1.0358,,1.0517,,categorical-41229-both_sexes-5NR.tsv.bgz,categorical-41229-both_sexes-5NR.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41229-both_sexes-5NR.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41229-both_sexes-5NR.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41229-both_sexes-5NR.tsv.bgz.tbi,1581766870,2048834,b1497c97fbb89ca56215fee7bcc2d925,f2d0bfbca69e8cab0de5a973d42b1fd1,CA__Summary_Administration_h0.20866_n4416,,1,CA_Administration_h0.20866,1.07,h2_z_insignificant,,0.0045,not_found,1
