trait_type,phenocode,pheno_sex,coding,modifier,description,description_more,coding_description,category,aws_link_tabix,n_cases_full_cohort_both_sexes,n_cases_full_cohort_females,n_cases_full_cohort_males,pops,num_pops,n_cases_AFR,n_cases_AMR,n_cases_CSA,n_cases_EAS,n_cases_EUR,n_cases_MID,n_controls_AFR,n_controls_AMR,n_controls_CSA,n_controls_EAS,n_controls_EUR,n_controls_MID,saige_heritability_AFR,saige_heritability_AMR,saige_heritability_CSA,saige_heritability_EAS,saige_heritability_EUR,saige_heritability_MID,lambda_gc_AFR,lambda_gc_AMR,lambda_gc_CSA,lambda_gc_EAS,lambda_gc_EUR.x,lambda_gc_MID,filename,filename_tabix,aws_link,wget,wget_tabix,size_in_bytes,size_in_bytes_tabix,md5_hex,md5_hex_tabix,phenocode_annotate_lst,ICD10_code,to_remove,new_pheno_annot,lambda_gc_EUR.y,phenotype_qc_EUR,pops_pass_qc,sldsc_25bin_h2_observed_EUR,ICD10_code_new,to_remove_dups
biomarkers,30700,both_sexes,,irnt,Creatinine,,,Biological samples > Assay results > Blood assays > Blood biochemistry,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/biomarkers-30700-both_sexes-irnt.tsv.bgz.tbi,461280.0,229028.0,194804.0,"AFR,AMR,CSA,EAS,EUR,MID",6.0,6212.0,937.0,8422.0,2571.0,400761.0,1498.0,,,,,,,0.26719,0.0,0.36044,0.13004,0.092683,0.072,1.0098,0.61043,1.0333,1.013,1.6236,1.0203,biomarkers-30700-both_sexes-irnt.tsv.bgz,biomarkers-30700-both_sexes-irnt.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30700-both_sexes-irnt.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30700-both_sexes-irnt.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/biomarkers-30700-both_sexes-irnt.tsv.bgz.tbi,2023145702.0,2170780.0,23700c587b153ee0bdac77fb05cc2a8f,90d013140df0b071840fc5ad38038904,BI_Creatinine_h0.09268_n461280,,0,BI_Creatinine_h0.09268,1.55,PASS,"CSA,EUR,MID",0.213,not_required,0
biomarkers,30710,both_sexes,,irnt,C-reactive protein,,,Biological samples > Assay results > Blood assays > Blood biochemistry,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/biomarkers-30710-both_sexes-irnt.tsv.bgz.tbi,460502.0,228724.0,194391.0,"AFR,AMR,CSA,EAS,EUR,MID",6.0,6203.0,937.0,8397.0,2564.0,400094.0,1498.0,,,,,,,0.36954,0.45509,0.2657,0.18202,0.10576,0.0,1.0118,0.99801,1.039,1.0052,1.5802,1.0136,biomarkers-30710-both_sexes-irnt.tsv.bgz,biomarkers-30710-both_sexes-irnt.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30710-both_sexes-irnt.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30710-both_sexes-irnt.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/biomarkers-30710-both_sexes-irnt.tsv.bgz.tbi,2024046556.0,2170760.0,2f70efcc456ba6b49b24926ae6384375,e1d86016c6b2429a1e770ecc1a1ad297,BI_Creactive_protein_h0.10576_n460502,,0,BI_Creactive_protein_h0.10576,1.56,PASS,"CSA,EUR",0.15,not_required,0
biomarkers,30720,both_sexes,,irnt,Cystatin C,,,Biological samples > Assay results > Blood assays > Blood biochemistry,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/biomarkers-30720-both_sexes-irnt.tsv.bgz.tbi,461481.0,229120.0,194899.0,"AFR,AMR,CSA,EAS,EUR,MID",6.0,6213.0,940.0,8422.0,2573.0,400940.0,1500.0,,,,,,,0.23985,0.26455,0.36851,0.18847,0.14233,0.0,1.0369,1.0143,1.0548,1.0033,1.8587,1.0453,biomarkers-30720-both_sexes-irnt.tsv.bgz,biomarkers-30720-both_sexes-irnt.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30720-both_sexes-irnt.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30720-both_sexes-irnt.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/biomarkers-30720-both_sexes-irnt.tsv.bgz.tbi,2023791339.0,2171041.0,aedec08431822cea761b85662e1253e8,347602bfcd56cd4e0a710da976c763a9,BI_Cystatin_C_h0.14233_n461481,,0,BI_Cystatin_C_h0.14233,1.8,PASS,"CSA,EUR",0.23,not_required,0
biomarkers,30730,both_sexes,,irnt,Gamma glutamyltransferase,,,Biological samples > Assay results > Blood assays > Blood biochemistry,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/biomarkers-30730-both_sexes-irnt.tsv.bgz.tbi,461270.0,229034.0,194788.0,"AFR,AMR,CSA,EAS,EUR,MID",6.0,6212.0,938.0,8422.0,2569.0,400751.0,1498.0,,,,,,,0.45392,0.0,0.31746,0.47534,0.11351,0.85398,1.0408,0.96134,1.031,1.03,1.6675,1.03,biomarkers-30730-both_sexes-irnt.tsv.bgz,biomarkers-30730-both_sexes-irnt.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30730-both_sexes-irnt.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30730-both_sexes-irnt.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/biomarkers-30730-both_sexes-irnt.tsv.bgz.tbi,2023615208.0,2170905.0,c2cbbedcd0947c8235991050a0cd629e,4d3875e5de703b341e7a25793fce5252,BI_Gamma_glutamyltransferase_h0.11351_n461270,,0,BI_Gamma_glutamyltransferase_h0.11351,1.62,PASS,"CSA,EUR,MID",0.18,not_required,0
biomarkers,30760,both_sexes,,irnt,HDL cholesterol,,,Biological samples > Assay results > Blood assays > Blood biochemistry,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/biomarkers-30760-both_sexes-irnt.tsv.bgz.tbi,422405.0,208262.0,179888.0,"AFR,AMR,CSA,EAS,EUR,MID",6.0,5754.0,854.0,7688.0,2342.0,367021.0,1364.0,,,,,,,0.33753,0.59622,0.43414,0.22494,0.14343,0.4663,1.0169,1.0097,1.0177,1.0151,1.7823,0.99918,biomarkers-30760-both_sexes-irnt.tsv.bgz,biomarkers-30760-both_sexes-irnt.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30760-both_sexes-irnt.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30760-both_sexes-irnt.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/biomarkers-30760-both_sexes-irnt.tsv.bgz.tbi,2021668728.0,2170828.0,d0fd79329b4b355cd29e5b01fc25cb68,88aa7794c017cb7a37341ae651e5fd57,BI_HDL_cholesterol_h0.14343_n422405,,0,BI_HDL_cholesterol_h0.14343,1.71,PASS,"CSA,EUR",0.23,not_required,0
biomarkers,30770,both_sexes,,irnt,IGF-1,,,Biological samples > Assay results > Blood assays > Blood biochemistry,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/biomarkers-30770-both_sexes-irnt.tsv.bgz.tbi,459000.0,227858.0,193874.0,"AFR,AMR,CSA,EAS,EUR,MID",6.0,6178.0,934.0,8364.0,2560.0,398797.0,1493.0,,,,,,,0.23922,0.58906,0.36181,0.34686,0.10982,0.38861,1.0134,1.0066,1.0329,1.0295,1.6708,0.99978,biomarkers-30770-both_sexes-irnt.tsv.bgz,biomarkers-30770-both_sexes-irnt.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30770-both_sexes-irnt.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30770-both_sexes-irnt.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/biomarkers-30770-both_sexes-irnt.tsv.bgz.tbi,2024185343.0,2170894.0,ebcc2ad1de337e73e50498ee3ccd1b91,ac822ca599bac462caf5a02bc5f0f268,BI_IGF1_h0.10982_n459000,,0,BI_IGF1_h0.10982,1.65,PASS,"CSA,EUR",0.252,not_required,0
biomarkers,30780,both_sexes,,irnt,LDL direct,,,Biological samples > Assay results > Blood assays > Blood biochemistry,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/biomarkers-30780-both_sexes-irnt.tsv.bgz.tbi,460650.0,228761.0,194496.0,"AFR,AMR,CSA,EAS,EUR,MID",6.0,6200.0,938.0,8404.0,2568.0,400223.0,1498.0,,,,,,,0.26094,0.24541,0.20821,0.1205,0.060603,0.0,0.98763,0.99935,1.0185,1.0163,1.3201,1.0295,biomarkers-30780-both_sexes-irnt.tsv.bgz,biomarkers-30780-both_sexes-irnt.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30780-both_sexes-irnt.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30780-both_sexes-irnt.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/biomarkers-30780-both_sexes-irnt.tsv.bgz.tbi,2023816844.0,2171288.0,b9bac35413668f562f77953b60766706,58901d8a9308650e2bd3f95f4b19dd57,BI_LDL_direct_h0.06060_n460650,,0,BI_LDL_direct_h0.06060,1.29,PASS,"CSA,EUR",0.0907,not_required,0
biomarkers,30790,both_sexes,,irnt,Lipoprotein A,,,Biological samples > Assay results > Blood assays > Blood biochemistry,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/biomarkers-30790-both_sexes-irnt.tsv.bgz.tbi,369165.0,183555.0,154992.0,"AFR,AMR,CSA,EAS,EUR,MID",6.0,5140.0,773.0,7400.0,2279.0,318922.0,1282.0,,,,,,,0.51845,0.7967,0.31525,0.19884,0.082262,0.65584,1.0135,1.005,1.0166,1.0301,1.2389,0.99969,biomarkers-30790-both_sexes-irnt.tsv.bgz,biomarkers-30790-both_sexes-irnt.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30790-both_sexes-irnt.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30790-both_sexes-irnt.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/biomarkers-30790-both_sexes-irnt.tsv.bgz.tbi,2017626520.0,2170054.0,091e8edfa678a60c01246256e0393790,eebb50e4eedcb5b073803dedc788e331,BI_Lipoprotein_A_h0.08226_n369165,,0,BI_Lipoprotein_A_h0.08226,1.23,h2_z_insignificant,,0.0036,not_required,0
biomarkers,30810,both_sexes,,irnt,Phosphate,,,Biological samples > Assay results > Blood assays > Blood biochemistry,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/biomarkers-30810-both_sexes-irnt.tsv.bgz.tbi,421793.0,207949.0,179652.0,"AFR,AMR,CSA,EAS,EUR,MID",6.0,5750.0,854.0,7685.0,2342.0,366484.0,1360.0,,,,,,,0.26905,0.0,0.20553,0.23469,0.061334,0.0,1.0447,0.67588,1.0167,0.99058,1.3538,0.74499,biomarkers-30810-both_sexes-irnt.tsv.bgz,biomarkers-30810-both_sexes-irnt.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30810-both_sexes-irnt.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30810-both_sexes-irnt.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/biomarkers-30810-both_sexes-irnt.tsv.bgz.tbi,2022299318.0,2170642.0,ebc722eb12e9832b6d75863ea6825e1b,84104d3ffa65cf7d4a3d7cc440f43719,BI_Phosphate_h0.06133_n421793,,0,BI_Phosphate_h0.06133,1.35,PASS,"CSA,EUR",0.126,not_required,0
biomarkers,30830,both_sexes,,irnt,SHBG,,,Biological samples > Assay results > Blood assays > Blood biochemistry,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/biomarkers-30830-both_sexes-irnt.tsv.bgz.tbi,418540.0,206013.0,178611.0,"AFR,AMR,CSA,EAS,EUR,MID",6.0,5709.0,849.0,7643.0,2327.0,363650.0,1348.0,,,,,,,0.31819,0.42962,0.33503,0.2649,0.10388,0.55442,0.98081,1.0055,1.0133,1.0148,1.5838,1.0333,biomarkers-30830-both_sexes-irnt.tsv.bgz,biomarkers-30830-both_sexes-irnt.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30830-both_sexes-irnt.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30830-both_sexes-irnt.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/biomarkers-30830-both_sexes-irnt.tsv.bgz.tbi,2021749295.0,2171183.0,7311a84378bc58f12ff206235cc129e2,4ae69d58e87829ae73fc75512368c9da,BI_SHBG_h0.10388_n418540,,0,BI_SHBG_h0.10388,1.54,PASS,"CSA,EUR,MID",0.199,not_required,0
